Id,B_Age,B_Height,B_Weight,B_Name,R_Age,R_Height,R_Weight,R_Name,winby,winner
1159,32.0,175.0,65.0,Jeremy Stephens,31.0,167.0,61.0,Renan Barao,DEC,blue
1160,39.0,185.0,84.0,Vitor Miranda,31.0,187.0,84.0,Chris Camozzi,DEC,red
1161,31.0,177.0,70.0,Jordan Rinaldi,35.0,172.0,70.0,Abel Trujillo,DEC,red
1162,34.0,177.0,77.0,Rick Story,32.0,177.0,77.0,Tarec Saffiedine,DEC,blue
1163,31.0,190.0,93.0,Adam Milstead,39.0,193.0,113.0,Chris de la Rocha,KO/TKO,blue
1164,34.0,190.0,84.0,Alberto Uda,29.0,190.0,93.0,Jake Collier,KO/TKO,red
1165,31.0,182.0,70.0,Shane Campbell,30.0,177.0,70.0,Erik Koch,SUB,red
1166,34.0,180.0,70.0,Paul Felder,38.0,177.0,77.0,Joshua Burkman,DEC,blue
1167,32.0,180.0,77.0,Lorenz Larkin,33.0,180.0,77.0,Jorge Masvidal,DEC,blue
1168,32.0,167.0,56.0,Jessica Eye,38.0,167.0,61.0,Sara McMann,DEC,red
1169,36.0,167.0,65.0,Frankie Edgar,32.0,170.0,65.0,Jose Aldo,DEC,red
1170,36.0,200.0,115.0,Travis Browne,36.0,185.0,109.0,Cain Velasquez,KO/TKO,red
1171,26.0,175.0,84.0,Kelvin Gastelum,35.0,175.0,84.0,Johny Hendricks,DEC,blue
1172,34.0,187.0,93.0,Thiago Santos,33.0,187.0,84.0,Gegard Mousasi,KO/TKO,red
1173,34.0,177.0,70.0,Joe Lauzon,36.0,177.0,70.0,Diego Sanchez,KO/TKO,blue
1174,32.0,177.0,77.0,Enrique Marin,22.0,182.0,77.0,Sage Northcutt,DEC,red
1175,40.0,172.0,70.0,Takanori Gomi,35.0,172.0,70.0,Jim Miller,KO/TKO,red
1176,30.0,172.0,61.0,Amanda Nunes,32.0,167.0,61.0,Miesha Tate,SUB,blue
1177,29.0,167.0,61.0,Julianna Pena,,,,Cat Zingano,DEC,blue
1178,36.0,165.0,61.0,Raphael Assuncao,32.0,167.0,61.0,TJ Dillashaw,DEC,red
1179,44.0,177.0,120.0,Mark Hunt,41.0,190.0,120.0,Brock Lesnar,DEC,no contest
1180,43.0,187.0,84.0,Anderson Silva,39.0,180.0,106.0,Daniel Cormier,DEC,red
1181,30.0,177.0,77.0,James Moontasri,30.0,180.0,77.0,Alex Oliveira,DEC,red
1182,34.0,190.0,77.0,Alexander Yakovlev,31.0,182.0,77.0,Kamaru Usman,DEC,red
1183,34.0,187.0,114.0,Dmitrii Smoliakov,25.0,187.0,93.0,Luis Henrique,SUB,red
1184,36.0,175.0,70.0,Gilbert Melendez,32.0,180.0,70.0,Edson Barboza,DEC,red
1185,30.0,165.0,56.0,Valentina Shevchenko,36.0,172.0,65.0,Holly Holm,DEC,blue
1186,38.0,180.0,93.0,Bojan Mihajlovic,32.0,193.0,113.0,Francis Ngannou,KO/TKO,red
1187,34.0,170.0,61.0,Eddie Wineland,38.0,167.0,61.0,Frankie Saenz,KO/TKO,blue
1188,31.0,170.0,65.0,Godofredo Pepey,34.0,177.0,65.0,Darren Elkins,DEC,red
1189,28.0,175.0,70.0,JC Cottrell,37.0,167.0,77.0,Michel Prazeres,DEC,red
1190,26.0,177.0,65.0,Jason Knight,31.0,175.0,65.0,Jim Alers,DEC,blue
1191,34.0,175.0,70.0,Eddie Alvarez,33.0,172.0,77.0,Rafael Dos Anjos,KO/TKO,blue
1192,32.0,177.0,70.0,Mitch Clarke,30.0,177.0,70.0,Joe Duffy,SUB,red
1193,33.0,190.0,118.0,Derrick Lewis,42.0,182.0,119.0,Roy Nelson,DEC,blue
1194,34.0,165.0,61.0,Dileno Lopes,32.0,172.0,61.0,Anthony Birchak,DEC,red
1195,30.0,180.0,77.0,Belal Muhammad,36.0,182.0,77.0,Alan Jouban,DEC,red
1196,33.0,185.0,70.0,Mehdi Baghdad,33.0,172.0,70.0,John Makdessi,DEC,red
1197,36.0,182.0,77.0,Alberto Mina,43.0,182.0,77.0,Mike Pyle,KO/TKO,blue
1198,28.0,182.0,70.0,Alvaro Herrera,26.0,180.0,77.0,Vicente Luque,SUB,red
1199,27.0,172.0,70.0,Lukasz Sajewski,32.0,177.0,70.0,Gilbert Burns,SUB,red
1200,35.0,170.0,61.0,Reginaldo Vieira,32.0,172.0,56.0,Marco Beltran,SUB,red
1201,32.0,167.0,61.0,Pedro Munhoz,32.0,170.0,61.0,Russell Doane,SUB,blue
1202,39.0,172.0,61.0,Jerrod Sanders,30.0,172.0,61.0,Felipe Arantes,SUB,red
1203,28.0,177.0,70.0,Cody Pfister,35.0,175.0,70.0,Scott Holtzman,DEC,red
1204,34.0,180.0,77.0,Keita Nakamura,38.0,185.0,77.0,Kyle Noke,SUB,blue
1205,26.0,175.0,70.0,Lando Vannata,34.0,180.0,70.0,Tony Ferguson,SUB,red
1206,28.0,160.0,61.0,John Lineker,27.0,175.0,61.0,Michael McDonald,KO/TKO,blue
1207,36.0,182.0,112.0,Daniel Omielanczuk,,,,Aleksei Oleinik,DEC,blue
1208,30.0,165.0,56.0,Ben Nguyen,27.0,175.0,56.0,Louis Smolka,KO/TKO,red
1209,28.0,193.0,84.0,Alex Nicholson,28.0,182.0,93.0,Devin Clark,KO/TKO,blue
1210,31.0,170.0,61.0,Matthew Lopez,34.0,167.0,61.0,Rani Yahya,SUB,red
1211,24.0,165.0,52.0,Cristina Stanciu,31.0,170.0,52.0,Cortney Casey,KO/TKO,red
1212,32.0,187.0,93.0,Sam Alvey,32.0,185.0,84.0,Eric Spicely,SUB,blue
1213,29.0,175.0,56.0,Katlyn Chookagian,35.0,170.0,56.0,Lauren Murphy,DEC,blue
1214,33.0,177.0,70.0,Damien Brown,27.0,180.0,70.0,Cesar Arzamendia,KO/TKO,blue
1215,36.0,175.0,77.0,Tyron Woodley,36.0,180.0,77.0,Robbie Lawler,KO/TKO,blue
1216,29.0,182.0,77.0,Bojan Velickovic,27.0,177.0,77.0,Michael Graves,,draw
1217,28.0,172.0,61.0,Erik Perez,37.0,172.0,61.0,Francisco Rivera,DEC,blue
1218,38.0,185.0,109.0,Damian Grabowski,38.0,195.0,118.0,Anthony Hamilton,KO/TKO,red
1219,33.0,175.0,77.0,Jake Ellenberger,37.0,182.0,77.0,Matt Brown,KO/TKO,blue
1220,30.0,180.0,77.0,Colby Covington,27.0,180.0,77.0,Warlley Alves,SUB,red
1221,28.0,165.0,61.0,Michinori Tanaka,31.0,167.0,61.0,Joe Soto,DEC,blue
1222,26.0,177.0,65.0,Jason Knight,40.0,170.0,65.0,Tatsuya Kawajiri,DEC,red
1223,33.0,172.0,61.0,Dominick Cruz,32.0,167.0,61.0,TJ Dillashaw,DEC,blue
1224,31.0,177.0,65.0,Masio Fullen,30.0,177.0,65.0,Alex Caceres,DEC,red
1225,34.0,187.0,120.0,Jarjis Danho,36.0,182.0,112.0,Daniel Omielanczuk,DEC,red
1226,36.0,182.0,84.0,Joe Riggs,31.0,187.0,84.0,Chris Camozzi,KO/TKO,red
1227,32.0,177.0,77.0,Chad Laprise,34.0,172.0,70.0,Ross Pearson,DEC,red
1228,34.0,193.0,108.0,Junior Dos Santos,36.0,193.0,120.0,Ben Rothwell,DEC,blue
1229,25.0,182.0,77.0,Luan Chagas,36.0,182.0,77.0,Sergio Moraes,,draw
1230,35.0,182.0,84.0,Rafael Natal,27.0,182.0,84.0,Robert Whittaker,DEC,red
1231,39.0,162.0,56.0,Neil Seery,27.0,165.0,56.0,Kyoji Horiguchi,DEC,red
1232,35.0,182.0,77.0,Stephen Thompson,29.0,182.0,77.0,Rory MacDonald,DEC,blue
1233,33.0,170.0,65.0,Thiago Tavares,27.0,177.0,65.0,Dooho Choi,KO/TKO,red
1234,34.0,172.0,61.0,Bryan Caraway,29.0,170.0,61.0,Aljamain Sterling,DEC,blue
1235,27.0,162.0,52.0,Kailin Curran,34.0,162.0,52.0,Felice Herrig,SUB,red
1236,31.0,175.0,65.0,Tiago Trator,35.0,177.0,70.0,Akbarh Arreola,DEC,blue
1237,27.0,170.0,61.0,Thomas Almeida,39.0,170.0,61.0,Yves Jabouin,KO/TKO,blue
1238,29.0,177.0,65.0,Myles Jury,28.0,177.0,70.0,Charles Oliveira,SUB,red
1239,30.0,190.0,84.0,Josh Samman,37.0,182.0,84.0,Tim Boetsch,KO/TKO,red
1240,28.0,200.0,111.0,Daniel Spitz,34.0,187.0,109.0,Mark Godbeer,DEC,red
1241,26.0,195.0,93.0,Kennedy Nzechukwu,29.0,187.0,93.0,Anton Berzin,DEC,blue
1242,32.0,160.0,52.0,Karolina Kowalkiewicz,26.0,165.0,52.0,Rose Namajunas,DEC,blue
1243,33.0,180.0,77.0,Jorge Masvidal,34.0,172.0,70.0,Ross Pearson,DEC,blue
1244,39.0,165.0,56.0,Fredy Serrano,29.0,165.0,56.0,Ryan Benoit,DEC,red
1245,32.0,157.0,56.0,Hector Sandoval,33.0,162.0,56.0,Wilson Reis,SUB,red
1246,40.0,190.0,113.0,Josh Barnett,39.0,190.0,109.0,Andrei Arlovski,SUB,blue
1247,35.0,177.0,93.0,Ilir Latifi,35.0,187.0,93.0,Ryan Bader,KO/TKO,red
1248,30.0,185.0,84.0,Jack Hermansson,30.0,190.0,84.0,Scott Askham,DEC,blue
1249,33.0,180.0,77.0,Nicolas Dalby,31.0,182.0,77.0,Peter Sobotta,DEC,red
1250,34.0,177.0,77.0,Jimmy Wallhead,26.0,182.0,77.0,Jessin Ayari,DEC,red
1251,35.0,187.0,93.0,Jan Blachowicz,31.0,195.0,93.0,Alexander Gustafsson,DEC,red
1252,35.0,175.0,70.0,Tae Hyun Bang,34.0,167.0,70.0,Nick Hein,DEC,red
1253,32.0,175.0,70.0,Leandro Silva,31.0,172.0,70.0,Rustam Khabilov,DEC,red
1254,38.0,195.0,120.0,Christian Colombo,34.0,187.0,120.0,Jarjis Danho,,draw
1255,22.0,162.0,61.0,Veronica Macedo,31.0,172.0,56.0,Ashlee Evans-Smith,KO/TKO,red
1256,35.0,170.0,61.0,Leandro Issa,26.0,167.0,61.0,Taylor Lapilus,DEC,red
1257,38.0,193.0,120.0,Alistair Overeem,36.0,193.0,109.0,Stipe Miocic,KO/TKO,red
1258,36.0,200.0,115.0,Travis Browne,41.0,193.0,104.0,Fabricio Werdum,DEC,red
1259,35.0,165.0,61.0,Bethe Correia,32.0,167.0,56.0,Jessica Eye,DEC,blue
1260,26.0,187.0,77.0,Mickey Gall,39.0,185.0,77.0,CM Punk,SUB,blue
1261,29.0,162.0,61.0,Jimmie Rivera,39.0,167.0,61.0,Urijah Faber,DEC,blue
1262,32.0,167.0,56.0,Joanne Calderwood,27.0,157.0,52.0,Jessica Andrade,SUB,red
1263,28.0,187.0,70.0,Jason Gonzalez,29.0,172.0,70.0,Drew Dober,KO/TKO,red
1264,30.0,185.0,84.0,Caio Magalhaes,30.0,185.0,84.0,Brad Tavares,DEC,red
1265,31.0,177.0,77.0,Sean Spencer,31.0,177.0,77.0,Yancy Medeiros,SUB,red
1266,30.0,175.0,70.0,Conor McGregor,33.0,182.0,77.0,Nate Diaz,DEC,blue
1267,27.0,177.0,77.0,Mike Perry,33.0,190.0,77.0,Hyun Gyu Lim,KO/TKO,blue
1268,38.0,187.0,93.0,Glover Teixeira,34.0,187.0,93.0,Anthony Johnson,KO/TKO,red
1269,35.0,185.0,77.0,Donald Cerrone,34.0,177.0,77.0,Rick Story,KO/TKO,blue
1270,25.0,182.0,84.0,Marvin Vettori,34.0,190.0,84.0,Alberto Uda,SUB,blue
1271,32.0,180.0,77.0,Lorenz Larkin,31.0,190.0,77.0,Neil Magny,KO/TKO,blue
1272,34.0,170.0,61.0,Takeya Mizugaki,27.0,172.0,61.0,Cody Garbrandt,KO/TKO,red
1273,25.0,177.0,65.0,Chris Avila,32.0,175.0,65.0,Artem Lobov,DEC,red
1274,29.0,182.0,77.0,Sabah Homasi,34.0,187.0,77.0,Tim Means,KO/TKO,red
1275,32.0,167.0,61.0,Elizabeth Phillips,30.0,170.0,61.0,Raquel Pennington,DEC,red
1276,31.0,170.0,52.0,Cortney Casey,33.0,162.0,52.0,Randa Markos,SUB,blue
1277,30.0,177.0,65.0,Alex Caceres,26.0,180.0,65.0,Yair Rodriguez,DEC,red
1278,40.0,170.0,65.0,Tatsuya Kawajiri,34.0,172.0,65.0,Cub Swanson,DEC,red
1279,30.0,177.0,77.0,Dominique Steele,33.0,180.0,77.0,Court McGee,DEC,red
1280,34.0,182.0,77.0,Zak Cummings,32.0,182.0,77.0,Santiago Ponzinibbio,DEC,red
1281,32.0,190.0,113.0,Marcin Tybura,28.0,190.0,109.0,Viktor Pesta,KO/TKO,blue
1282,31.0,187.0,84.0,Chris Camozzi,37.0,185.0,84.0,Thales Leites,SUB,red
1283,34.0,170.0,65.0,Rony Jason,31.0,167.0,65.0,Dennis Bermudez,DEC,red
1284,25.0,180.0,84.0,Joe Gigliotti,37.0,190.0,84.0,Trevor Smith,DEC,red
1285,30.0,193.0,109.0,Justin Ledet,28.0,193.0,113.0,Chase Sherman,DEC,blue
1286,39.0,182.0,70.0,Jason Novelli,29.0,175.0,70.0,David Teymur,KO/TKO,red
1287,28.0,177.0,65.0,Horacio Gutierrez,27.0,170.0,61.0,Teruto Ishihara,KO/TKO,red
1288,28.0,152.0,52.0,Danielle Taylor,27.0,170.0,52.0,Maryna Moroz,DEC,red
1289,28.0,177.0,70.0,Charles Oliveira,31.0,177.0,70.0,Anthony Pettis,SUB,red
1290,28.0,182.0,84.0,Alessio Di Chirico,36.0,185.0,84.0,Garreth McLellan,DEC,blue
1291,29.0,167.0,56.0,Bec Rawlings,24.0,162.0,56.0,Paige VanZant,KO/TKO,red
1292,31.0,170.0,65.0,Kyle Bochniak,29.0,170.0,65.0,Enrique Barzola,DEC,blue
1293,35.0,172.0,70.0,Jim Miller,34.0,177.0,70.0,Joe Lauzon,DEC,blue
1294,34.0,187.0,77.0,Carlos Condit,40.0,185.0,77.0,Demian Maia,SUB,red
1295,37.0,180.0,84.0,Kevin Casey,32.0,187.0,93.0,Sam Alvey,KO/TKO,red
1296,34.0,182.0,70.0,Felipe Silva,31.0,182.0,70.0,Shane Campbell,KO/TKO,blue
1297,36.0,180.0,70.0,Alessandro Ricci,26.0,180.0,65.0,Jeremy Kennedy,DEC,red
1298,32.0,177.0,65.0,Michael Johnson,29.0,175.0,70.0,Dustin Poirier,KO/TKO,blue
1299,34.0,185.0,84.0,Derek Brunson,34.0,182.0,84.0,Uriah Hall,KO/TKO,blue
1300,29.0,182.0,65.0,Rick Glenn,36.0,177.0,70.0,Evan Dunham,DEC,red
1301,27.0,175.0,61.0,Albert Morales,29.0,167.0,61.0,Alejandro Perez,,draw
1302,32.0,172.0,65.0,Sam Sicilia,30.0,172.0,65.0,Gabriel Benitez,SUB,red
1303,32.0,177.0,61.0,Joey Gomez,28.0,172.0,61.0,Jose Quinonez,DEC,red
1304,34.0,172.0,65.0,Maximo Blanco,33.0,180.0,65.0,Chas Skelly,SUB,red
1305,34.0,177.0,77.0,Kenny Robertson,40.0,180.0,77.0,Roan Carneiro,DEC,red
1306,30.0,180.0,77.0,Belal Muhammad,33.0,185.0,77.0,Augusto Montano,KO/TKO,blue
1307,28.0,190.0,77.0,Randy Brown,32.0,182.0,77.0,Erick Montano,SUB,blue
1308,26.0,177.0,70.0,Islam Makhachev,31.0,177.0,70.0,Chris Wade,DEC,blue
1309,33.0,182.0,84.0,Leonardo Augusto Leleco,,,,Antonio Carlos Junior,SUB,red
1310,35.0,195.0,113.0,Walt Harris,37.0,190.0,106.0,Shamil Abdurakhimov,DEC,red
1311,31.0,193.0,84.0,Tamdan McCrory,39.0,182.0,84.0,Nate Marquardt,KO/TKO,red
1312,30.0,180.0,77.0,Alex Oliveira,32.0,177.0,70.0,Will Brooks,KO/TKO,blue
1313,31.0,180.0,77.0,Zak Ottow,38.0,177.0,77.0,Joshua Burkman,DEC,blue
1314,27.0,172.0,61.0,Ketlen Vieira,33.0,172.0,61.0,Kelly Faszholz,DEC,blue
1315,39.0,190.0,93.0,Joachim Christensen,29.0,190.0,93.0,Henrique da Silva,SUB,red
1316,28.0,180.0,65.0,Andre Fili,34.0,172.0,70.0,Hacran Dias,DEC,blue
1317,34.0,160.0,61.0,John Dodson,28.0,160.0,61.0,John Lineker,DEC,red
1318,27.0,193.0,120.0,Curtis Blaydes,30.0,190.0,111.0,Cody East,KO/TKO,blue
1319,31.0,180.0,77.0,Elizeu Zaleski dos Santos,34.0,180.0,77.0,Keita Nakamura,DEC,blue
1320,24.0,185.0,93.0,Ion Cutelaba,31.0,187.0,84.0,Jonathan Wilson,DEC,blue
1321,36.0,170.0,61.0,Lina Lansberg,33.0,172.0,65.0,Cris Cyborg,KO/TKO,red
1322,34.0,175.0,65.0,Phillipe Nover,31.0,167.0,61.0,Renan Barao,DEC,red
1323,28.0,187.0,84.0,Antonio Silva,42.0,182.0,119.0,Roy Nelson,KO/TKO,red
1324,34.0,180.0,70.0,Paul Felder,40.0,175.0,70.0,Francisco Trinaldo,KO/TKO,red
1325,37.0,167.0,77.0,Michel Prazeres,32.0,177.0,70.0,Gilbert Burns,DEC,blue
1326,32.0,180.0,65.0,Mike de la Torre,31.0,170.0,65.0,Godofredo Pepey,SUB,red
1327,29.0,165.0,56.0,Dustin Ortiz,33.0,165.0,56.0,Jussier Formiga,DEC,red
1328,31.0,180.0,77.0,Hector Urbina,26.0,180.0,77.0,Vicente Luque,KO/TKO,red
1329,31.0,175.0,70.0,Gregor Gillespie,27.0,182.0,70.0,Glaico Franca,DEC,blue
1330,28.0,177.0,70.0,Stevie Ray,35.0,180.0,70.0,Alan Patrick,DEC,red
1331,25.0,182.0,77.0,Luan Chagas,34.0,182.0,77.0,Erick Silva,SUB,red
1332,32.0,185.0,84.0,Eric Spicely,34.0,187.0,93.0,Thiago Santos,SUB,blue
1333,34.0,180.0,70.0,Tony Ferguson,33.0,172.0,77.0,Rafael Dos Anjos,DEC,blue
1334,33.0,175.0,70.0,Rashid Magomedov,29.0,177.0,70.0,Beneil Dariush,DEC,red
1335,38.0,167.0,52.0,Heather Jo Clark,25.0,165.0,52.0,Alexa Grasso,DEC,red
1336,26.0,175.0,70.0,Marcin Held,36.0,177.0,70.0,Diego Sanchez,DEC,red
1337,30.0,172.0,61.0,Felipe Arantes,28.0,172.0,61.0,Erik Perez,DEC,red
1338,39.0,182.0,70.0,Jason Novelli,33.0,180.0,70.0,Polo Reyes,DEC,red
1339,32.0,180.0,77.0,Max Griffin,32.0,182.0,77.0,Erick Montano,KO/TKO,blue
1340,33.0,170.0,61.0,Douglas Silva de Andrade,37.0,172.0,61.0,Henry Briones,KO/TKO,blue
1341,25.0,177.0,65.0,Chris Avila,29.0,170.0,65.0,Enrique Barzola,DEC,red
1342,28.0,193.0,84.0,Alex Nicholson,32.0,187.0,93.0,Sam Alvey,DEC,red
1343,28.0,177.0,70.0,Charles Oliveira,36.0,172.0,65.0,Ricardo Lamas,SUB,red
1344,22.0,180.0,70.0,Claudio Puelles,25.0,172.0,65.0,Martin Bravo,KO/TKO,red
1345,48.0,180.0,84.0,Dan Henderson,39.0,185.0,84.0,Michael Bisping,DEC,red
1346,33.0,187.0,84.0,Gegard Mousasi,41.0,182.0,84.0,Vitor Belfort,KO/TKO,blue
1347,38.0,185.0,93.0,Jimi Manuwa,35.0,190.0,93.0,Ovince Saint Preux,KO/TKO,blue
1348,36.0,182.0,112.0,Daniel Omielanczuk,30.0,213.0,120.0,Stefan Struve,SUB,red
1349,35.0,177.0,70.0,Adriano Martins,38.0,182.0,70.0,Leonardo Santos,DEC,red
1350,38.0,175.0,61.0,Iuri Alcantara,40.0,167.0,61.0,Brad Pickett,SUB,blue
1351,28.0,165.0,61.0,Damian Stasiak,32.0,172.0,61.0,Davey Grant,SUB,blue
1352,26.0,180.0,77.0,Albert Tumenov,27.0,182.0,77.0,Leon Edwards,SUB,red
1353,32.0,170.0,61.0,Russell Doane,27.0,172.0,65.0,Mirsad Bektic,SUB,red
1354,25.0,177.0,70.0,Marc Diakiese,27.0,172.0,70.0,Lukasz Sajewski,KO/TKO,blue
1355,27.0,177.0,77.0,Mike Perry,31.0,185.0,77.0,Danny Roberts,KO/TKO,blue
1356,32.0,175.0,65.0,Jeremy Stephens,36.0,167.0,65.0,Frankie Edgar,DEC,red
1357,37.0,182.0,84.0,Tim Boetsch,35.0,182.0,84.0,Rafael Natal,KO/TKO,blue
1358,29.0,175.0,56.0,Katlyn Chookagian,34.0,167.0,56.0,Liz Carmouche,DEC,red
1359,32.0,160.0,52.0,Karolina Kowalkiewicz,31.0,167.0,52.0,Joanna Jedrzejczyk,DEC,red
1360,30.0,180.0,77.0,Belal Muhammad,26.0,180.0,77.0,Vicente Luque,KO/TKO,red
1361,35.0,175.0,77.0,Thiago Alves,35.0,172.0,70.0,Jim Miller,DEC,red
1362,30.0,175.0,70.0,Conor McGregor,34.0,175.0,70.0,Eddie Alvarez,KO/TKO,blue
1363,35.0,182.0,77.0,Stephen Thompson,36.0,175.0,77.0,Tyron Woodley,,draw
1364,41.0,182.0,84.0,Yoel Romero,34.0,187.0,84.0,Chris Weidman,KO/TKO,blue
1365,32.0,177.0,65.0,Michael Johnson,30.0,177.0,70.0,Khabib Nurmagomedov,SUB,red
1366,34.0,182.0,84.0,Uriah Hall,33.0,187.0,84.0,Gegard Mousasi,KO/TKO,red
1367,26.0,160.0,52.0,Amanda Cooper,34.0,160.0,52.0,Anna Elmose,DEC,blue
1368,28.0,177.0,70.0,Stevie Ray,34.0,172.0,70.0,Ross Pearson,DEC,blue
1369,34.0,190.0,77.0,Alexander Yakovlev,34.0,182.0,77.0,Zak Cummings,SUB,red
1370,30.0,175.0,70.0,Magomed Mustafaev,26.0,175.0,70.0,Kevin Lee,SUB,red
1371,34.0,187.0,109.0,Mark Godbeer,30.0,193.0,109.0,Justin Ledet,SUB,red
1372,30.0,167.0,65.0,Alexander Volkov,33.0,190.0,120.0,Tim Johnson,DEC,blue
1373,27.0,170.0,61.0,Teruto Ishihara,32.0,175.0,65.0,Artem Lobov,DEC,red
1374,,,,Jack Marshman,36.0,190.0,84.0,Magnus Cedenblad,KO/TKO,blue
1375,29.0,165.0,61.0,Milana Dudieva,41.0,167.0,61.0,Marion Reneau,KO/TKO,red
1376,33.0,162.0,56.0,Ali Bagautinov,27.0,165.0,56.0,Kyoji Horiguchi,DEC,red
1377,29.0,170.0,61.0,Kwan Ho Kwak,26.0,170.0,61.0,Brett Johns,DEC,red
1378,42.0,187.0,93.0,Rogerio Nogueira,35.0,187.0,93.0,Ryan Bader,KO/TKO,red
1379,38.0,195.0,120.0,Christian Colombo,25.0,187.0,93.0,Luis Henrique,SUB,red
1380,29.0,185.0,84.0,Krzysztof Jotko,37.0,185.0,84.0,Thales Leites,DEC,blue
1381,37.0,165.0,61.0,Manvel Gamburyan,40.0,170.0,61.0,Johnny Eduardo,KO/TKO,red
1382,31.0,170.0,52.0,Cortney Casey,29.0,162.0,52.0,Claudia Gadelha,DEC,red
1383,26.0,170.0,61.0,Justin Scoggins,32.0,167.0,61.0,Pedro Munhoz,SUB,red
1384,30.0,185.0,84.0,Jack Hermansson,33.0,185.0,84.0,Cezar Ferreira,SUB,red
1385,31.0,182.0,77.0,Kamaru Usman,27.0,180.0,77.0,Warlley Alves,DEC,blue
1386,27.0,175.0,61.0,Albert Morales,27.0,170.0,61.0,Thomas Almeida,KO/TKO,red
1387,31.0,180.0,77.0,Zak Ottow,36.0,182.0,77.0,Sergio Moraes,DEC,red
1388,31.0,180.0,93.0,Gadzhimurad Antigulov,33.0,185.0,93.0,Marcos Rogerio de Lima,SUB,blue
1389,27.0,182.0,84.0,Darren Stewart,38.0,185.0,93.0,Francimar Barroso,KO/TKO,no contest
1390,31.0,187.0,84.0,Chris Camozzi,40.0,182.0,84.0,Daniel Kelly,DEC,red
1391,34.0,185.0,84.0,Derek Brunson,27.0,182.0,84.0,Robert Whittaker,KO/TKO,red
1392,31.0,190.0,77.0,Jonathan Meunier,29.0,182.0,77.0,Richard Walsh,DEC,blue
1393,32.0,180.0,70.0,Andrew Holbrook,24.0,180.0,77.0,Jake Matthews,DEC,blue
1394,30.0,182.0,84.0,Omari Akhmedov,38.0,185.0,77.0,Kyle Noke,DEC,blue
1395,34.0,180.0,70.0,Jon Tuck,33.0,177.0,70.0,Damien Brown,DEC,red
1396,28.0,165.0,56.0,Geane Herrera,30.0,165.0,56.0,Ben Nguyen,DEC,red
1397,29.0,200.0,113.0,Alexander Volkanovski,28.0,170.0,70.0,Yusuke Kasuya,KO/TKO,blue
1398,30.0,165.0,56.0,Jenel Lausa,,,,Yao Zhikui,DEC,blue
1399,28.0,152.0,52.0,Danielle Taylor,31.0,157.0,52.0,Seohee Ham,DEC,blue
1400,27.0,190.0,93.0,Tyson Pedro,28.0,185.0,93.0,Khalil Rountree,SUB,blue
1401,36.0,162.0,61.0,Ning Guangyou,25.0,172.0,61.0,Marlon Vera,DEC,red
1402,33.0,177.0,65.0,Ryan Hall,39.0,172.0,65.0,Gray Maynard,DEC,blue
1403,28.0,182.0,93.0,Devin Clark,33.0,187.0,93.0,Josh Stansbury,DEC,blue
1404,30.0,193.0,93.0,Anthony Smith,32.0,182.0,84.0,Elvis Mutapcic,KO/TKO,blue
1405,33.0,180.0,77.0,Jorge Masvidal,33.0,175.0,77.0,Jake Ellenberger,KO/TKO,blue
1406,31.0,162.0,56.0,Henry Cejudo,34.0,162.0,56.0,Joseph Benavidez,DEC,red
1407,29.0,154.0,52.0,Jamie Moyle,27.0,162.0,52.0,Kailin Curran,DEC,blue
1408,31.0,175.0,77.0,Brendan O'Reilly,36.0,187.0,77.0,Dong Hyun Kim,DEC,red
1409,34.0,167.0,56.0,Alexis Davis,38.0,167.0,61.0,Sara McMann,SUB,red
1410,34.0,180.0,93.0,Jared Cannonier,24.0,185.0,93.0,Ion Cutelaba,DEC,blue
1411,29.0,165.0,56.0,Ryan Benoit,24.0,170.0,56.0,Brandon Moreno,DEC,red
1412,31.0,170.0,56.0,Tim Elliott,32.0,160.0,56.0,Demetrious Johnson,DEC,red
1413,37.0,190.0,106.0,Shamil Abdurakhimov,33.0,190.0,118.0,Derrick Lewis,KO/TKO,red
1414,38.0,195.0,118.0,Anthony Hamilton,32.0,193.0,113.0,Francis Ngannou,SUB,red
1415,31.0,185.0,93.0,Saparbeg Safarov,33.0,190.0,93.0,Gian Villante,KO/TKO,red
1416,30.0,185.0,84.0,Gerald Meerschaert,25.0,180.0,84.0,Joe Gigliotti,SUB,blue
1417,26.0,165.0,52.0,JJ Aldrich,36.0,165.0,52.0,Juliana Lima,DEC,red
1418,37.0,190.0,84.0,Ryan Janes,32.0,182.0,84.0,Keith Berish,DEC,blue
1419,35.0,185.0,93.0,Sean O'Connell,29.0,190.0,93.0,Corey Anderson,KO/TKO,red
1420,27.0,187.0,77.0,Brian Camozzi,28.0,190.0,77.0,Randy Brown,KO/TKO,red
1421,37.0,190.0,84.0,Trevor Smith,30.0,185.0,84.0,Andrew Sanchez,DEC,red
1422,25.0,177.0,70.0,Marc Diakiese,29.0,180.0,70.0,Frankie Perez,DEC,blue
1423,30.0,170.0,52.0,Ashley Yoder,30.0,165.0,56.0,Justine Kish,DEC,red
1424,27.0,180.0,65.0,Shane Burgos,31.0,175.0,65.0,Tiago Trator,DEC,blue
1425,29.0,165.0,56.0,Dustin Ortiz,35.0,162.0,56.0,Zach Makovsky,DEC,blue
1426,26.0,175.0,70.0,Lando Vannata,33.0,172.0,70.0,John Makdessi,KO/TKO,blue
1427,29.0,172.0,70.0,Drew Dober,29.0,175.0,70.0,Olivier Aubin-Mercier,SUB,red
