Id,B_Age,B_Height,B_Weight,B_Name,R_Age,R_Height,R_Weight,R_Name,winby,winner
1696,28.0,193.0,113.0,Chase Sherman,38.0,185.0,109.0,Damian Grabowski,DEC,blue
1697,31.0,185.0,93.0,Eryk Anders,35.0,182.0,84.0,Rafael Natal,KO/TKO,blue
1698,27.0,190.0,120.0,Junior Albini,33.0,190.0,120.0,Tim Johnson,KO/TKO,blue
1699,25.0,172.0,61.0,Marlon Vera,32.0,167.0,61.0,Brian Kelleher,SUB,blue
1700,30.0,185.0,84.0,Elias Theodorou,30.0,185.0,84.0,Brad Tavares,DEC,red
1701,31.0,190.0,93.0,Nick Roehrick,34.0,180.0,93.0,Jared Cannonier,KO/TKO,red
1702,30.0,172.0,70.0,Drakkar Klose,25.0,177.0,70.0,Marc Diakiese,DEC,blue
1703,30.0,170.0,52.0,Ashley Yoder,33.0,160.0,52.0,Angela Hill,DEC,red
1704,32.0,185.0,93.0,Marcel Fortuna,29.0,187.0,93.0,Jordan Johnson,DEC,red
1705,35.0,187.0,84.0,CB Dollaway,38.0,185.0,93.0,Ed Herman,DEC,blue
1706,29.0,180.0,70.0,Justin Gaethje,32.0,177.0,65.0,Michael Johnson,KO/TKO,blue
1707,36.0,165.0,52.0,Juliana Lima,29.0,154.0,52.0,Tecia Torres,SUB,red
1708,35.0,185.0,84.0,Jesse Taylor,29.0,187.0,77.0,Dhiego Lima,SUB,blue
1709,32.0,177.0,77.0,Tom Gallicchio,32.0,187.0,70.0,James Krause,DEC,red
1710,38.0,193.0,120.0,Alistair Overeem,41.0,193.0,104.0,Fabricio Werdum,DEC,blue
1711,35.0,172.0,70.0,Jim Miller,31.0,177.0,70.0,Anthony Pettis,DEC,red
1712,27.0,182.0,84.0,Robert Whittaker,41.0,182.0,84.0,Yoel Romero,DEC,blue
1713,,,,Aleksei Oleinik,36.0,200.0,115.0,Travis Browne,SUB,blue
1714,30.0,180.0,77.0,Belal Muhammad,28.0,182.0,77.0,Jordan Mein,DEC,blue
1715,27.0,187.0,77.0,Brian Camozzi,32.0,177.0,77.0,Chad Laprise,KO/TKO,red
1716,30.0,185.0,84.0,Gerald Meerschaert,34.0,187.0,93.0,Thiago Santos,KO/TKO,red
1717,27.0,193.0,120.0,Curtis Blaydes,36.0,182.0,112.0,Daniel Omielanczuk,DEC,blue
1718,32.0,172.0,61.0,Terrion Ware,28.0,167.0,61.0,Cody Stamann,DEC,red
1719,29.0,193.0,84.0,James Bochnovic,26.0,182.0,84.0,Trevin Giles,KO/TKO,red
1720,24.0,170.0,56.0,Brandon Moreno,25.0,167.0,56.0,Sergio Pettis,DEC,red
1721,26.0,172.0,65.0,Diego Rivas,28.0,172.0,61.0,Jose Quinonez,DEC,red
1722,32.0,157.0,56.0,Hector Sandoval,29.0,165.0,56.0,Dustin Ortiz,KO/TKO,red
1723,39.0,182.0,93.0,Rashad Evans,32.0,187.0,93.0,Sam Alvey,DEC,red
1724,31.0,177.0,70.0,Jordan Rinaldi,28.0,182.0,70.0,Alvaro Herrera,SUB,blue
1725,30.0,185.0,84.0,Jack Hermansson,29.0,185.0,77.0,Bradley Scott,KO/TKO,blue
1726,25.0,165.0,52.0,Alexa Grasso,33.0,162.0,52.0,Randa Markos,DEC,blue
1727,24.0,185.0,65.0,Humberto Bandenay,25.0,172.0,65.0,Martin Bravo,KO/TKO,blue
1728,32.0,167.0,56.0,Roberto Sanchez,24.0,167.0,56.0,Joseph Morales,SUB,red
1729,29.0,182.0,77.0,Niko Price,36.0,182.0,77.0,Alan Jouban,KO/TKO,blue
1730,29.0,175.0,61.0,Andre Soukhamthath,29.0,167.0,61.0,Alejandro Perez,DEC,red
1731,34.0,167.0,61.0,Rani Yahya,37.0,172.0,61.0,Henry Briones,SUB,blue
1732,30.0,213.0,120.0,Stefan Struve,30.0,167.0,65.0,Alexander Volkov,KO/TKO,red
1733,28.0,177.0,70.0,Desmond Green,31.0,172.0,70.0,Rustam Khabilov,DEC,red
1734,26.0,195.0,93.0,Aleksandar Rakic,38.0,185.0,93.0,Francimar Barroso,DEC,blue
1735,29.0,182.0,77.0,Bryan Barberena,27.0,182.0,77.0,Leon Edwards,DEC,red
1736,31.0,162.0,61.0,Talita Bernardo,41.0,167.0,61.0,Marion Reneau,KO/TKO,red
1737,26.0,190.0,84.0,Rob Wilkinson,34.0,180.0,77.0,Siyar Bahadurzada,KO/TKO,red
1738,24.0,175.0,65.0,Mads Burnell,37.0,167.0,77.0,Michel Prazeres,SUB,red
1739,27.0,185.0,65.0,Zabit Magomedsharipov,29.0,177.0,65.0,Mike Santiago,SUB,blue
1740,29.0,182.0,77.0,Bojan Velickovic,25.0,182.0,77.0,Darren Till,DEC,red
1741,34.0,182.0,70.0,Felipe Silva,30.0,175.0,70.0,Mairbek Taisumov,KO/TKO,red
1742,32.0,180.0,70.0,Andrew Holbrook,31.0,177.0,70.0,Thibault Gouti,KO/TKO,red
1743,29.0,182.0,65.0,Rick Glenn,32.0,170.0,65.0,Gavin Tucker,DEC,blue
1744,27.0,190.0,93.0,Tyson Pedro,35.0,177.0,93.0,Ilir Latifi,DEC,red
1745,36.0,175.0,70.0,Gilbert Melendez,32.0,175.0,65.0,Jeremy Stephens,DEC,red
1746,30.0,165.0,56.0,Valentina Shevchenko,30.0,172.0,61.0,Amanda Nunes,DEC,red
1747,33.0,162.0,56.0,Wilson Reis,31.0,162.0,56.0,Henry Cejudo,KO/TKO,red
1748,27.0,172.0,61.0,Ketlen Vieira,38.0,167.0,61.0,Sara McMann,SUB,blue
1749,31.0,172.0,56.0,Ashlee Evans-Smith,30.0,170.0,61.0,Sarah Moras,SUB,red
1750,32.0,185.0,111.0,Arjan Bhullar,25.0,187.0,93.0,Luis Henrique,DEC,blue
1751,33.0,172.0,77.0,Rafael Dos Anjos,31.0,190.0,77.0,Neil Magny,SUB,blue
1752,29.0,182.0,70.0,Alex White,32.0,177.0,70.0,Mitch Clarke,KO/TKO,blue
1753,31.0,177.0,84.0,Ramazan Emeev,32.0,187.0,93.0,Sam Alvey,DEC,blue
1754,31.0,187.0,84.0,Jonathan Wilson,28.0,182.0,84.0,Oskar Piechota,DEC,red
1755,28.0,182.0,93.0,Devin Clark,35.0,187.0,93.0,Jan Blachowicz,SUB,red
1756,25.0,182.0,77.0,Darren Till,35.0,185.0,77.0,Donald Cerrone,KO/TKO,blue
1757,27.0,180.0,77.0,Warlley Alves,29.0,177.0,77.0,Salim Touahri,DEC,blue
1758,32.0,160.0,52.0,Jodie Esquibel,32.0,160.0,52.0,Karolina Kowalkiewicz,DEC,red
1759,28.0,180.0,65.0,Andre Fili,32.0,175.0,65.0,Artem Lobov,DEC,blue
1760,32.0,167.0,61.0,Brian Kelleher,28.0,165.0,61.0,Damian Stasiak,KO/TKO,blue
1761,23.0,167.0,61.0,Aspen Ladd,36.0,170.0,61.0,Lina Lansberg,KO/TKO,blue
1762,33.0,167.0,65.0,Josh Emmett,30.0,172.0,61.0,Felipe Arantes,DEC,blue
1763,23.0,177.0,70.0,Nasrat Haqparast,26.0,175.0,70.0,Marcin Held,DEC,red
1764,32.0,180.0,65.0,Kurt Holobaugh,33.0,177.0,65.0,Matt Bessette,KO/TKO,no contest
1765,37.0,185.0,109.0,Azunna Anyanwu,36.0,182.0,102.0,Greg Rebello,KO/TKO,blue
1766,25.0,172.0,61.0,Ricky Turcios,27.0,175.0,61.0,Boston Salmon,DEC,red
1767,30.0,190.0,84.0,Jamie Pickett,34.0,177.0,84.0,Charles Byrd,SUB,red
1768,33.0,175.0,102.0,Angel De Anda,33.0,193.0,93.0,Daniel Spohn,SUB,red
1769,30.0,172.0,61.0,Alfred Khashakyan,23.0,180.0,61.0,Sean O'Malley,KO/TKO,red
1770,29.0,170.0,65.0,Lazar Stojadinovic,33.0,175.0,65.0,Thanh Le,KO/TKO,red
1771,29.0,180.0,77.0,Michael Cora,26.0,172.0,77.0,Sidney Outlaw,DEC,red
1772,27.0,170.0,56.0,Casey Kenney,32.0,170.0,56.0,CJ Hamilton,DEC,blue
1773,28.0,185.0,84.0,Karl Roberson,27.0,195.0,93.0,Ryan Spann,KO/TKO,blue
1774,27.0,185.0,77.0,Jason Jackson,29.0,182.0,77.0,Kyle Stewart,KO/TKO,red
1775,32.0,185.0,84.0,Chase Waldon,28.0,180.0,77.0,Geoff Neal,KO/TKO,red
1776,30.0,185.0,93.0,Alonzo Menifield,34.0,185.0,93.0,Daniel Jolly,KO/TKO,blue
1777,23.0,,65.0,Luis Gomez Alvarez,27.0,170.0,65.0,Dan Ige,SUB,red
1778,37.0,187.0,77.0,Yushin Okami,35.0,190.0,93.0,Ovince Saint Preux,SUB,red
1779,29.0,177.0,56.0,Ulka Sasaki,33.0,165.0,56.0,Jussier Formiga,SUB,red
1780,29.0,190.0,93.0,Henrique da Silva,34.0,182.0,93.0,Gokhan Saki,KO/TKO,red
1781,21.0,167.0,52.0,Chanmi Jeon,29.0,162.0,52.0,Syuri Kondo,DEC,red
1782,33.0,190.0,77.0,Hyun Gyu Lim,26.0,180.0,77.0,Daichi Abe,DEC,red
1783,27.0,157.0,52.0,Jessica Andrade,29.0,162.0,52.0,Claudia Gadelha,DEC,blue
1784,28.0,180.0,77.0,Alex Morono,34.0,180.0,77.0,Keita Nakamura,DEC,red
1785,36.0,187.0,77.0,Dong Hyun Kim,40.0,172.0,70.0,Takanori Gomi,KO/TKO,blue
1786,30.0,180.0,77.0,Luke Jumeau,32.0,170.0,77.0,Shinsho Anzai,DEC,red
1787,32.0,190.0,113.0,Marcin Tybura,41.0,193.0,104.0,Fabricio Werdum,DEC,red
1788,30.0,165.0,56.0,Jessica-Rose Clark,29.0,167.0,56.0,Bec Rawlings,DEC,blue
1789,25.0,172.0,65.0,Shane Young,29.0,200.0,113.0,Alexander Volkanovski,DEC,red
1790,40.0,182.0,84.0,Daniel Kelly,30.0,185.0,84.0,Elias Theodorou,DEC,red
1791,27.0,167.0,56.0,Eric Shelton,30.0,165.0,56.0,Jenel Lausa,DEC,blue
1792,33.0,167.0,56.0,Ashkan Mokhtarian,29.0,165.0,56.0,Ryan Benoit,KO/TKO,red
1793,22.0,165.0,52.0,Nadia Kassem,39.0,160.0,52.0,Alex Chambers,DEC,blue
1794,30.0,180.0,77.0,Belal Muhammad,34.0,187.0,77.0,Tim Means,DEC,blue
1795,32.0,177.0,70.0,Will Brooks,34.0,172.0,70.0,Nik Lentz,SUB,red
1796,26.0,195.0,113.0,Adam Wieczorek,38.0,195.0,118.0,Anthony Hamilton,DEC,blue
1797,29.0,175.0,77.0,Frank Camacho,33.0,177.0,70.0,Damien Brown,DEC,blue
1798,29.0,182.0,77.0,Bojan Velickovic,24.0,180.0,77.0,Jake Matthews,DEC,red
1799,25.0,187.0,119.0,Tai Tuivasa,36.0,180.0,111.0,Rashad Coulter,KO/TKO,blue
1800,37.0,185.0,84.0,David Branch,33.0,190.0,84.0,Luke Rockhold,KO/TKO,red
1801,28.0,200.0,111.0,Daniel Spitz,38.0,195.0,118.0,Anthony Hamilton,KO/TKO,blue
1802,34.0,182.0,84.0,Uriah Hall,29.0,185.0,84.0,Krzysztof Jotko,KO/TKO,blue
1803,32.0,177.0,70.0,Gilbert Burns,32.0,180.0,70.0,Jason Saggo,,blue
1804,37.0,185.0,109.0,Zu Anyanwu,30.0,193.0,109.0,Justin Ledet,DEC,red
1805,36.0,182.0,77.0,Sergio Moraes,31.0,182.0,77.0,Kamaru Usman,KO/TKO,red
1806,32.0,180.0,77.0,Alex Reyes,27.0,177.0,77.0,Mike Perry,KO/TKO,red
1807,28.0,187.0,70.0,Jason Gonzalez,31.0,175.0,70.0,Gregor Gillespie,SUB,red
1808,29.0,175.0,70.0,Olivier Aubin-Mercier,28.0,182.0,70.0,Tony Martin,DEC,blue
1809,28.0,187.0,84.0,Julian Marquez,29.0,185.0,84.0,Phil Hawes,KO/TKO,blue
1810,23.0,172.0,61.0,Kyler Phillips,30.0,175.0,61.0,James Gray,KO/TKO,blue
1811,27.0,172.0,56.0,Carlos Candelario,29.0,170.0,56.0,Ronaldo Candido De Oliveira,DEC,blue
1812,28.0,177.0,65.0,Brandon Davis,26.0,182.0,65.0,Austin Arnett,DEC,blue
1813,24.0,172.0,61.0,Cheyden Leialoha,26.0,170.0,61.0,John Castaneda,DEC,red
1814,30.0,182.0,93.0,Jamelle Jones,29.0,193.0,93.0,Mike Rodriguez,KO/TKO,red
1815,28.0,170.0,65.0,Julio Arce,27.0,175.0,65.0,Peter Petties,KO/TKO,blue
1816,33.0,162.0,56.0,Kevin Gray,26.0,167.0,56.0,Alex Perez,SUB,red
1817,,167.0,61.0,Donavon Frelow,,170.0,61.0,Ricky Simon,DEC,red
1818,32.0,187.0,120.0,Shelton Graves,30.0,182.0,118.0,Everett Sims,KO/TKO,blue
1819,24.0,177.0,61.0,Benito Lopez,28.0,175.0,65.0,Steven Peterson,DEC,blue
1820,22.0,167.0,56.0,JP Buys,27.0,167.0,56.0,Joby Sanchez,KO/TKO,red
1821,29.0,177.0,65.0,Mike Santiago,32.0,170.0,65.0,Mark Cherico,KO/TKO,blue
1822,28.0,167.0,56.0,Jordan Espinosa,33.0,167.0,56.0,Nick Urso,SUB,blue
1823,30.0,182.0,70.0,Jose Flores,28.0,175.0,70.0,Matt Frevola,SUB,red
1824,25.0,,84.0,Elias Urbina,27.0,,84.0,Bevon Lewis,KO/TKO,red
1825,28.0,190.0,111.0,Allen Crowder,26.0,198.0,118.0,Don'Tale Mayes,KO/TKO,blue
1826,36.0,165.0,56.0,Adam Antolin,27.0,170.0,56.0,Casey Kenney,DEC,blue
1827,23.0,175.0,61.0,Kelly McGill,26.0,165.0,56.0,Lauren Mueller,DEC,red
1828,26.0,175.0,70.0,Kevin Lee,34.0,180.0,70.0,Tony Ferguson,SUB,red
1829,36.0,177.0,70.0,Evan Dunham,29.0,177.0,70.0,Beneil Dariush,,draw
1830,30.0,185.0,84.0,Brad Tavares,37.0,185.0,84.0,Thales Leites,DEC,blue
1831,30.0,165.0,56.0,Magomed Bibulatov,34.0,167.0,56.0,John Moraga,KO/TKO,red
1832,32.0,172.0,56.0,Marco Beltran,28.0,172.0,56.0,Matt Schnell,DEC,red
1833,35.0,195.0,113.0,Walt Harris,41.0,193.0,104.0,Fabricio Werdum,SUB,red
1834,32.0,177.0,70.0,Bobby Green,26.0,175.0,70.0,Lando Vannata,,draw
1835,28.0,167.0,61.0,Cody Stamann,25.0,170.0,61.0,Tom Duquesnoy,DEC,blue
1836,26.0,175.0,70.0,Kevin Lee,40.0,175.0,70.0,Francisco Trinaldo,SUB,blue
1837,32.0,175.0,65.0,Charles Rosa,27.0,180.0,65.0,Shane Burgos,KO/TKO,red
1838,31.0,170.0,52.0,Cortney Casey,36.0,162.0,52.0,Jessica Aguilar,DEC,blue
1839,29.0,190.0,93.0,Jake Collier,28.0,182.0,93.0,Devin Clark,DEC,red
1840,30.0,167.0,61.0,Marlon Moraes,36.0,165.0,61.0,Raphael Assuncao,DEC,red
1841,40.0,182.0,84.0,Daniel Kelly,34.0,185.0,84.0,Derek Brunson,KO/TKO,red
1842,22.0,165.0,56.0,Carls John De Tomas,21.0,172.0,56.0,Naoki Inoue,DEC,red
1843,31.0,167.0,61.0,Renan Barao,29.0,170.0,61.0,Aljamain Sterling,DEC,red
1844,31.0,175.0,77.0,Alex Garcia,34.0,187.0,77.0,Tim Means,DEC,red
1845,27.0,170.0,61.0,Teruto Ishihara,39.0,172.0,65.0,Gray Maynard,DEC,red
1846,33.0,170.0,61.0,Douglas Silva de Andrade,31.0,172.0,61.0,Rob Font,SUB,red
1847,26.0,185.0,93.0,Abdul-Kerim Edilov,38.0,180.0,93.0,Bojan Mihajlovic,KO/TKO,blue
1848,35.0,177.0,70.0,Adriano Martins,34.0,180.0,70.0,Kajan Johnson,KO/TKO,red
1849,27.0,167.0,56.0,Joby Sanchez,,177.0,56.0,Manny Vazquez,DEC,blue
1850,27.0,172.0,65.0,Rolando Dy,27.0,170.0,61.0,Teruto Ishihara,DEC,red
1851,30.0,193.0,93.0,Anthony Smith,40.0,175.0,84.0,Hector Lombard,KO/TKO,blue
1852,25.0,162.0,56.0,Ray Borg,32.0,160.0,56.0,Demetrious Johnson,SUB,red
1853,32.0,170.0,56.0,Kalindra Faria,32.0,167.0,56.0,Mara Romero Borella,SUB,red
1854,26.0,175.0,84.0,Kelvin Gastelum,39.0,185.0,84.0,Michael Bisping,KO/TKO,blue
1855,30.0,167.0,61.0,Gina Mazany,22.0,172.0,61.0,Wu Yanan,DEC,blue
1856,29.0,165.0,52.0,Yan Xiaonan,27.0,162.0,52.0,Kailin Curran,DEC,blue
1857,37.0,190.0,106.0,Shamil Abdurakhimov,28.0,193.0,113.0,Chase Sherman,KO/TKO,blue
1858,27.0,172.0,65.0,Sheymon Moraes,27.0,185.0,65.0,Zabit Magomedsharipov,SUB,red
1859,31.0,175.0,77.0,Alex Garcia,34.0,180.0,77.0,Muslim Salikhov,SUB,blue
1860,31.0,170.0,61.0,Bharat Kandare,20.0,172.0,61.0,Song Yadong,SUB,red
1861,31.0,180.0,77.0,Zak Ottow,30.0,182.0,77.0,Li Jingliang,KO/TKO,red
1862,30.0,177.0,65.0,Alex Caceres,32.0,175.0,65.0,Wang Guan,DEC,red
1863,27.0,172.0,65.0,Rolando Dy,29.0,175.0,61.0,Wuliji Buren,DEC,blue
1864,28.0,182.0,77.0,Bobby Nash,28.0,182.0,77.0,Song Kenan,KO/TKO,red
1865,23.0,190.0,109.0,Hu Yaozong,32.0,182.0,112.0,Cyril Asker,SUB,red
1866,23.0,175.0,61.0,Ricardo Ramos,30.0,172.0,61.0,Aiemann Zahabi,KO/TKO,blue
1867,32.0,167.0,61.0,TJ Dillashaw,27.0,172.0,61.0,Cody Garbrandt,KO/TKO,blue
1868,27.0,185.0,84.0,Paulo Costa,35.0,175.0,84.0,Johny Hendricks,KO/TKO,blue
1869,27.0,193.0,120.0,Curtis Blaydes,,,,Aleksei Oleinik,KO/TKO,blue
1870,33.0,180.0,77.0,Jorge Masvidal,35.0,182.0,77.0,Stephen Thompson,DEC,red
1871,37.0,180.0,84.0,Georges St-Pierre,39.0,185.0,84.0,Michael Bisping,SUB,blue
1872,26.0,165.0,52.0,Rose Namajunas,31.0,167.0,52.0,Joanna Jedrzejczyk,KO/TKO,blue
1873,26.0,187.0,77.0,Mickey Gall,28.0,190.0,77.0,Randy Brown,DEC,red
1874,30.0,177.0,70.0,Joe Duffy,31.0,190.0,70.0,James Vick,KO/TKO,red
1875,34.0,187.0,109.0,Mark Godbeer,35.0,195.0,113.0,Walt Harris,,blue
1876,36.0,177.0,70.0,Diego Sanchez,37.0,182.0,77.0,Matt Brown,KO/TKO,red
1877,32.0,165.0,52.0,Nina Ansaroff,33.0,160.0,52.0,Angela Hill,DEC,blue
1878,33.0,185.0,84.0,Cezar Ferreira,39.0,182.0,84.0,Nate Marquardt,DEC,blue
1879,28.0,185.0,84.0,Karl Roberson,27.0,182.0,84.0,Darren Stewart,SUB,blue
1880,32.0,185.0,93.0,Marcel Fortuna,29.0,190.0,93.0,Jake Collier,DEC,red
1881,39.0,190.0,109.0,Andrei Arlovski,27.0,190.0,120.0,Junior Albini,DEC,blue
1882,27.0,185.0,77.0,Sean Strickland,33.0,180.0,77.0,Court McGee,DEC,blue
1883,36.0,170.0,65.0,Clay Guida,34.0,177.0,70.0,Joe Lauzon,KO/TKO,blue
1884,25.0,152.0,52.0,Viviane Pereira,27.0,165.0,52.0,Tatiana Suarez,DEC,red
1885,31.0,177.0,70.0,Anthony Pettis,29.0,175.0,70.0,Dustin Poirier,KO/TKO,red
1886,33.0,177.0,70.0,Michel Quinones,22.0,182.0,77.0,Sage Northcutt,DEC,red
1887,31.0,170.0,61.0,Matthew Lopez,36.0,165.0,61.0,Raphael Assuncao,KO/TKO,red
1888,40.0,185.0,84.0,Lyoto Machida,34.0,185.0,84.0,Derek Brunson,KO/TKO,red
1889,30.0,180.0,77.0,Colby Covington,40.0,185.0,77.0,Demian Maia,DEC,blue
1890,25.0,160.0,56.0,Jarred Brooks,30.0,165.0,56.0,Deiveson Figueiredo,DEC,red
1891,,,,Jack Marshman,,,,Antonio Carlos Junior,SUB,red
1892,30.0,185.0,84.0,Jack Hermansson,34.0,187.0,93.0,Thiago Santos,KO/TKO,red
1893,31.0,172.0,61.0,Rob Font,32.0,167.0,61.0,Pedro Munhoz,SUB,red
1894,30.0,175.0,70.0,Jared Gordon,34.0,172.0,70.0,Hacran Dias,DEC,blue
1895,32.0,180.0,77.0,Max Griffin,31.0,180.0,77.0,Elizeu Zaleski dos Santos,DEC,red
1896,29.0,182.0,77.0,Niko Price,26.0,180.0,77.0,Vicente Luque,SUB,red
1897,35.0,172.0,70.0,Jim Miller,40.0,175.0,70.0,Francisco Trinaldo,DEC,red
1898,25.0,172.0,61.0,Marlon Vera,28.0,160.0,61.0,John Lineker,DEC,red
1899,38.0,195.0,120.0,Christian Colombo,26.0,190.0,113.0,Marcelo Golm,SUB,red
1900,31.0,180.0,84.0,Oluwale Bamgbose,28.0,182.0,84.0,Alessio Di Chirico,KO/TKO,red
1901,27.0,182.0,84.0,Darren Stewart,28.0,187.0,84.0,Julian Marquez,SUB,red
1902,33.0,172.0,77.0,Rafael Dos Anjos,36.0,180.0,77.0,Robbie Lawler,DEC,blue
1903,36.0,180.0,77.0,Galore Bofando,32.0,177.0,77.0,Chad Laprise,KO/TKO,red
1904,35.0,172.0,70.0,Abel Trujillo,33.0,172.0,70.0,John Makdessi,DEC,red
1905,31.0,185.0,77.0,Danny Roberts,37.0,185.0,77.0,Nordine Taleb,KO/TKO,red
1906,27.0,177.0,77.0,Mike Perry,32.0,182.0,77.0,Santiago Ponzinibbio,DEC,red
1907,34.0,182.0,77.0,Erick Silva,28.0,182.0,77.0,Jordan Mein,DEC,red
1908,35.0,187.0,93.0,Jan Blachowicz,34.0,180.0,93.0,Jared Cannonier,DEC,blue
1909,33.0,167.0,65.0,Josh Emmett,36.0,172.0,65.0,Ricardo Lamas,KO/TKO,blue
1910,37.0,190.0,84.0,Ryan Janes,30.0,185.0,84.0,Andrew Sanchez,KO/TKO,blue
1911,26.0,170.0,61.0,Brett Johns,31.0,167.0,61.0,Joe Soto,SUB,blue
1912,32.0,172.0,61.0,Terrion Ware,23.0,180.0,61.0,Sean O'Malley,DEC,red
1913,30.0,185.0,84.0,Gerald Meerschaert,32.0,185.0,84.0,Eric Spicely,KO/TKO,blue
1914,36.0,170.0,56.0,Roxanne Modafferi,29.0,165.0,56.0,Nicco Montano,DEC,red
1915,31.0,167.0,56.0,Melinda Fabian,33.0,162.0,56.0,DeAnna Bennett,,draw
1916,23.0,170.0,56.0,Montana De La Rosa,32.0,170.0,56.0,Christina Marks,SUB,blue
1917,27.0,160.0,56.0,Rachael Ostovich,29.0,162.0,56.0,Karine Gevorgyan,SUB,blue
1918,29.0,167.0,56.0,Shana Dobson,28.0,167.0,56.0,Ariel Beck,KO/TKO,blue
1919,27.0,165.0,56.0,Emily Whitmire,23.0,167.0,56.0,Gillian Robertson,SUB,red
1920,32.0,193.0,113.0,Francis Ngannou,38.0,193.0,120.0,Alistair Overeem,KO/TKO,blue
1921,32.0,170.0,65.0,Jose Aldo,26.0,180.0,65.0,Max Holloway,KO/TKO,red
1922,29.0,180.0,70.0,Justin Gaethje,34.0,175.0,70.0,Eddie Alvarez,KO/TKO,red
1923,25.0,167.0,56.0,Sergio Pettis,31.0,162.0,56.0,Henry Cejudo,DEC,red
1924,30.0,172.0,70.0,Drakkar Klose,29.0,175.0,70.0,David Teymur,DEC,red
1925,31.0,170.0,52.0,Cortney Casey,34.0,162.0,52.0,Felice Herrig,DEC,red
1926,35.0,154.0,52.0,Angela Magana,26.0,160.0,52.0,Amanda Cooper,KO/TKO,red
1927,28.0,193.0,93.0,Dominick Reyes,27.0,182.0,93.0,Jeremy Kimball,SUB,blue
1928,34.0,180.0,70.0,Paul Felder,28.0,177.0,70.0,Charles Oliveira,KO/TKO,blue
1929,32.0,160.0,52.0,Michelle Waterson,29.0,154.0,52.0,Tecia Torres,DEC,red
1930,33.0,177.0,77.0,Abdul Razak Alhassan,29.0,182.0,77.0,Sabah Homasi,KO/TKO,blue
1931,31.0,177.0,77.0,Yancy Medeiros,30.0,180.0,77.0,Alex Oliveira,KO/TKO,blue
1932,28.0,190.0,111.0,Allen Crowder,31.0,185.0,119.0,Justin Willis,KO/TKO,red
1933,30.0,154.0,52.0,Carla Esparza,31.0,162.0,52.0,Cynthia Calvillo,DEC,blue
1934,25.0,162.0,56.0,Matheus Nicolau,27.0,175.0,56.0,Louis Smolka,DEC,blue
1935,31.0,190.0,77.0,Neil Magny,34.0,187.0,77.0,Carlos Condit,DEC,blue
1936,23.0,182.0,93.0,Michal Oleksiejczuk,28.0,185.0,93.0,Khalil Rountree Jr.,DEC,blue
1937,32.0,180.0,70.0,Edson Barboza,30.0,177.0,70.0,Khabib Nurmagomedov,DEC,red
1938,29.0,182.0,65.0,Rick Glenn,29.0,177.0,65.0,Myles Jury,DEC,red
1939,30.0,182.0,84.0,Omari Akhmedov,25.0,182.0,84.0,Marvin Vettori,,draw
1940,36.0,172.0,65.0,Holly Holm,33.0,172.0,65.0,Cris Cyborg,DEC,red
1941,24.0,167.0,56.0,Mark De La Rosa,31.0,170.0,56.0,Tim Elliott,SUB,red
1942,34.0,167.0,56.0,Liz Carmouche,34.0,167.0,56.0,Alexis Davis,DEC,red
1943,31.0,177.0,70.0,Darrell Horcher,35.0,175.0,70.0,Scott Holtzman,DEC,red
1944,28.0,185.0,84.0,Markus Perez,31.0,185.0,93.0,Eryk Anders,DEC,red
1945,26.0,182.0,84.0,Trevin Giles,30.0,190.0,84.0,Antonio Braga Neto,KO/TKO,blue
1946,26.0,167.0,56.0,Alex Perez,22.0,165.0,56.0,Carls John De Tomas,SUB,blue
1947,31.0,172.0,70.0,Davi Ramos,32.0,172.0,70.0,Chris Gruetzemacher,SUB,blue
1948,27.0,172.0,65.0,Brian Ortega,34.0,172.0,65.0,Cub Swanson,SUB,blue
1949,29.0,175.0,61.0,Andre Soukhamthath,32.0,167.0,61.0,Luke Sanders,KO/TKO,blue
1950,27.0,167.0,61.0,Merab Dvalishvili,38.0,167.0,61.0,Frankie Saenz,DEC,red
1951,38.0,175.0,61.0,Iuri Alcantara,29.0,167.0,61.0,Alejandro Perez,DEC,red
1952,24.0,177.0,61.0,Benito Lopez,27.0,175.0,61.0,Albert Morales,DEC,blue
1953,30.0,172.0,65.0,Gabriel Benitez,26.0,177.0,65.0,Jason Knight,DEC,blue
1954,32.0,167.0,56.0,Jessica Eye,32.0,170.0,56.0,Kalindra Faria,DEC,blue
1955,26.0,165.0,52.0,JJ Aldrich,28.0,152.0,52.0,Danielle Taylor,DEC,blue
1956,30.0,165.0,56.0,Jessica-Rose Clark,24.0,162.0,56.0,Paige VanZant,DEC,blue
1957,27.0,177.0,65.0,Dooho Choi,32.0,175.0,65.0,Jeremy Stephens,KO/TKO,red
1958,32.0,177.0,65.0,Michael Johnson,34.0,177.0,65.0,Darren Elkins,SUB,red
1959,29.0,182.0,70.0,Alex White,32.0,187.0,70.0,James Krause,DEC,red
1960,30.0,175.0,61.0,Irene Aldana,31.0,162.0,61.0,Talita Bernardo,DEC,blue
1961,33.0,180.0,70.0,Polo Reyes,28.0,175.0,70.0,Matt Frevola,KO/TKO,blue
1962,38.0,167.0,61.0,Guido Cannetti,31.0,175.0,61.0,Kyung Ho Kang,SUB,red
1963,30.0,180.0,77.0,Emil Meek,31.0,182.0,77.0,Kamaru Usman,DEC,red
1964,29.0,177.0,65.0,Mike Santiago,24.0,175.0,65.0,Mads Burnell,DEC,red
